doc_id,pmid,sentence,text,umls_codes,umls_concept_name,possible_alternative_codes
1654,10533031,"We found a correlation between the size of the smaller of the two expanded alleles and age at onset, age into wheelchair, scoliosis, impaired vibration sense, and the presence of foot deformity.",foot deformity,['C0016508'],Congenital Foot Deformity,['Foot Deformities [C0016506]']
1655,10533031,"There was no significant correlation between the size of the smaller allele and cardiomyopathy, diabetes mellitus, loss of proprioception, or bladder symptoms.",cardiomyopathy,['C0878544'],Cardiomyopathies,[]
1655,10533031,"There was no significant correlation between the size of the smaller allele and cardiomyopathy, diabetes mellitus, loss of proprioception, or bladder symptoms.",diabetes mellitus,['C0011849'],Diabetes Mellitus,[]
1655,10533031,"There was no significant correlation between the size of the smaller allele and cardiomyopathy, diabetes mellitus, loss of proprioception, or bladder symptoms.",loss of proprioception,['C1112616'],Loss of proprioception,['C1856691 \tImpaired proprioception']
1655,10533031,"There was no significant correlation between the size of the smaller allele and cardiomyopathy, diabetes mellitus, loss of proprioception, or bladder symptoms.",bladder symptoms,['C0741548'],BLADDER SYMPTOMS,[]
1656,10533031,The larger allele size correlated with bladder symptoms and the presence of foot deformity.,bladder symptoms,['C0741548'],BLADDER SYMPTOMS,[]
1656,10533031,The larger allele size correlated with bladder symptoms and the presence of foot deformity.,foot deformity,['C0016508'],Congenital Foot Deformity,[]
1657,10533031,"The duration of disease is correlated with wheelchair use and the presence of diabetes, scoliosis, bladder symptoms and impaired proprioception, and vibration sense but no other complications studied..",diabetes,['C0011849'],Diabetes Mellitus,[]
1657,10533031,"The duration of disease is correlated with wheelchair use and the presence of diabetes, scoliosis, bladder symptoms and impaired proprioception, and vibration sense but no other complications studied..",scoliosis,['C0559260'],Congenital scoliosis,[]
1657,10533031,"The duration of disease is correlated with wheelchair use and the presence of diabetes, scoliosis, bladder symptoms and impaired proprioception, and vibration sense but no other complications studied..",bladder symptoms,['C0741548'],BLADDER SYMPTOMS,[]
1657,10533031,"The duration of disease is correlated with wheelchair use and the presence of diabetes, scoliosis, bladder symptoms and impaired proprioception, and vibration sense but no other complications studied..",impaired proprioception,['C1856691'],Impaired proprioception,['C1112616 \t Loss of proprioception']
1658,10533068,Twenty-three different mutations including 12 novel ones were identified in 28 patients.,nan,[],nan,[]
1659,10533068,"Mutations identified in this study include 19 missense mutations, two nonsense mutations, one intragenic deletion, four microdeletions, one insertion, and one intronic sequence substitution that is likely to result in a splice site defect.",nan,[],nan,[]
1660,10533068,"Two novel mutations, c.38T-->C (L13P) and c.667T-->C (C223R), respectively, present the first genetic evidence for the functional significance of the putative leader peptide sequence and for the functional significance at the carboxyl terminal of the XLRS1 protein beyond the discoidin domain.",nan,[],nan,[]
1661,10533068,"Mutations in 25 of the families were localized to exons 4-6, emphasizing the critical functional significance of the discoidin domain of the XLRS1 protein..",nan,[],nan,[]
1662,10541953,We studied whether the beneficial effects of growth hormone (GH) treatment on growth and body composition in PWS are accompanied by an improvement in respiratory function.,PWS,['C0032897'],Prader-Willi Syndrome,[]
1663,10541953,"We measured resting ventilation, airway occlusion pressure P 0.1 and ventilatory response to CO(2) in nine children, aged 7-14 years, before and 6-9 months after the start of GH treatment.",nan,[],nan,[]
1664,10541953,"During GH treatment, resting ventilation increased by 26%, P(0.1) by 72% and the response to CO(2) by 65% P Y 0.002, <0.04 and <0.02, respectively.",nan,[],nan,[]
1665,10541953,This observed increase in ventilatory output was not correlated to changes in body mass index.,nan,[],nan,[]
1666,10541953,CONCLUSION: Treatment of children with Prader-Willi syndrome (PWS) seems to have a stimulatory effect on central respiratory structures.,PWS,['C0032897'],Prader-Willi Syndrome,[]
1666,10541953,CONCLUSION: Treatment of children with Prader-Willi syndrome (PWS) seems to have a stimulatory effect on central respiratory structures.,Prader-Willi syndrome,['C0032897'],Prader-Willi Syndrome,[]
1667,10541953,The observed increase in ventilation and inspiratory drive may contribute to the improved activity level reported by parents of PWS children during growth hormone therapy..,PWS,['C0032897'],Prader-Willi Syndrome,[]
1668,10543403,Friedreich ataxia (FRDA) is the most common inherited ataxia.,FRDA,['C0016719'],Friedreich Ataxia,['C1856689\t FRIEDREICH ATAXIA 1']
1668,10543403,Friedreich ataxia (FRDA) is the most common inherited ataxia.,Friedreich ataxia,['C0016719'],Friedreich Ataxia,[]
1668,10543403,Friedreich ataxia (FRDA) is the most common inherited ataxia.,ataxia,['C0004134'],Ataxia,[]
1670,10543403,The other 2% are point mutations.,nan,[],nan,[]
1671,10543403,"Of the 17 point mutations so far described, three appear to be more common.",nan,[],nan,[]
1673,10543403,"G130V, when present with an expanded GAA repeat on the other allele, is associated with an atypical FRDA phenotype.",FRDA,['C0016719'],Friedreich Ataxia,['C1856689\t FRIEDREICH ATAXIA 1']
1674,10543403,Haplotype analysis was undertaken on the four families who have been described with this mutation.,nan,[],nan,[]
1675,10543403,The results suggest a common founder for this mutation.,nan,[],nan,[]
1676,10543403,"Although marked differences in extragenic marker haplotypes were seen in one family, similar intragenic haplotyping suggests the same mutation founder for this family with the differences explicable by two recombination events..",nan,[],nan,[]
1677,10545613,Most fragile X syndrome patients have expansion of a CGG (n)sequence with >200 repeats (full mutation) in the FMR1 gene responsible for this condition.,fragile X syndrome,['C0016667'],Fragile X Syndrom,[]
1678,10545613,"Hypermethylation of the expanded repeat and of the FMR1 promoter is almost always present and apparently suppresses transcription, resulting in absence of the FMR1 protein.",nan,[],nan,[]
1679,10545613,We recently showed that transcriptional reactivation of FMR1 full mutations can be achieved by inducing DNA demethylation with 5-azadeoxycytidine 5-azadC.,nan,[],nan,[]
1680,10545613,"The level of histone acetylation is another important factor in regulating gene expression; therefore, we treated lymphoblastoid cell lines of non-mosaic full mutation patients with three drugs capable of inducing histone hyperacetylation.",nan,[],nan,[]
1681,10545613,"We observed a consistent, although modest, reactivation of the FMR1 gene with 4-phenylbutyrate, sodium butyrate and trichostatin A, as shown by RT-PCR.",nan,[],nan,[]
1682,10545613,"However, we report that combining these drugs with 5-azadC results in a 2- to 5-fold increase in FMR1 mRNA levels obtained with 5-azadC alone, thus showing a marked synergistic effect of histone hyperacetylation and DNA demethylation in the reactivation of FMR1 full mutations..",nan,[],nan,[]
1683,10554035,"Kinzler (eds.), The Genetic Basis of Human Cancer, pp. 455-473, McGraw-Hill, 1998.",Cancer,"['C0006826', 'C1306459']","Malignant Neoplasms, Primary malignant neoplasm",[]
1684,10554035,"Latif et al., Science (Washington DC), 260: 1317-1320, 1993.",nan,[],nan,[]
1686,10554035,"Genet., 55: 1092-1102, 1994; Clinical Research Group for Japan, Hum.",nan,[],nan,[]
1687,10554035,"Genet., 4: 2233-2237, 1995;",nan,[],nan,[]
1688,10554035,"Zbar, Cancer Surv., 25: 219-232, 1995.",Cancer,"['C0006826', 'C1306459']","Malignant Neoplasms, Primary malignant neoplasm",[]
1690,10554035,We reexamined a group of VHL patients shown previously by single-strand conformation and sequencing analysis not to harbor point mutations in the VHL locus.,VHL,['C0019562'],Von Hippel-Lindau Syndrome,[]
1691,10554035,We found constitutional deletions in 29 of 30 VHL patients in this group using cosmid and P1 probes that cover the VHL locus.,VHL,['C0019562'],Von Hippel-Lindau Syndrome,[]
1692,10554035,We then tested six phenotypically normal offspring from four of these VHL families: two were found to carry the deletion and the other four were deletion-free.,VHL,['C0019562'],Von Hippel-Lindau Syndrome,[]
1695,10554035,"Assoc., 273: 564-570, 1995;",nan,[],nan,[]
1696,10554035,"Kaelin, Jr., Medicine (Baltimore), 76: 381-391, 1997;",nan,[],nan,[]
1697,10556283,We have searched for hSNF5/INI1 mutations in 229 tumors of various origins using a screening method based on denaturing high-performance liquid chromatography.,tumors,['C0027651'],Neoplasms,[]
1698,10556283,A total of 31 homozygous deletions and 36 point alterations were identified.,nan,[],nan,[]
1699,10556283,"Point mutations were scattered along the coding sequence and included 15 nonsense, 15 frameshift, three splice site, two missense and one editing mutations.",nan,[],nan,[]
1700,10556283,"Mutations were retrieved in most rhabdoid tumors, whatever their sites of occurrence, indicating the common pathogenetic origin of these tumors.",rhabdoid tumors,['C0206743'],Rhabdoid Tumor,[]
1700,10556283,"Mutations were retrieved in most rhabdoid tumors, whatever their sites of occurrence, indicating the common pathogenetic origin of these tumors.",tumors,['C0206743'],Rhabdoid Tumor,[]
1701,10556283,Recurrent hSNF5/INI1 alterations were also observed in choroid plexus carcinomas and in a subset of central primitive neuroectodermal tumors (cPNETs) and medulloblastomas.,choroid plexus carcinomas,['C0431109'],Choroid Plexus Carcinoma,[]
1701,10556283,Recurrent hSNF5/INI1 alterations were also observed in choroid plexus carcinomas and in a subset of central primitive neuroectodermal tumors (cPNETs) and medulloblastomas.,central primitive neuroectodermal tumors,['C0206663'],"Neuroectodermal Tumor, Primitive",[]
1701,10556283,Recurrent hSNF5/INI1 alterations were also observed in choroid plexus carcinomas and in a subset of central primitive neuroectodermal tumors (cPNETs) and medulloblastomas.,cPNETs,['C0206663'],"Neuroectodermal Tumor, Primitive",[]
1701,10556283,Recurrent hSNF5/INI1 alterations were also observed in choroid plexus carcinomas and in a subset of central primitive neuroectodermal tumors (cPNETs) and medulloblastomas.,medulloblastomas,['C0025149'],medulloblastoma,[]
1702,10556283,"In contrast, hSNF5/INI1 point mutations were not detected in breast cancers, Wilms' tumors, gliomas, ependymomas, sarcomas and other tumor types, even though most analyzed cases harbored loss of heterozygosity at 22q11.2 loci.",breast cancers,"['C0678222', 'C0006142']","Breast Carcinoma, Malignant neoplasm of breast",[]
1702,10556283,"In contrast, hSNF5/INI1 point mutations were not detected in breast cancers, Wilms' tumors, gliomas, ependymomas, sarcomas and other tumor types, even though most analyzed cases harbored loss of heterozygosity at 22q11.2 loci.",Wilms' tumors,['C0027708'],Nephroblastoma,[]
1702,10556283,"In contrast, hSNF5/INI1 point mutations were not detected in breast cancers, Wilms' tumors, gliomas, ependymomas, sarcomas and other tumor types, even though most analyzed cases harbored loss of heterozygosity at 22q11.2 loci.",gliomas,['C0017638'],Glioma,[]
1702,10556283,"In contrast, hSNF5/INI1 point mutations were not detected in breast cancers, Wilms' tumors, gliomas, ependymomas, sarcomas and other tumor types, even though most analyzed cases harbored loss of heterozygosity at 22q11.2 loci.",ependymomas,['C0014474'],Ependymoma,[]
1702,10556283,"In contrast, hSNF5/INI1 point mutations were not detected in breast cancers, Wilms' tumors, gliomas, ependymomas, sarcomas and other tumor types, even though most analyzed cases harbored loss of heterozygosity at 22q11.2 loci.",sarcomas,['C1261473'],sarcoma,[]
1702,10556283,"In contrast, hSNF5/INI1 point mutations were not detected in breast cancers, Wilms' tumors, gliomas, ependymomas, sarcomas and other tumor types, even though most analyzed cases harbored loss of heterozygosity at 22q11.2 loci.",tumor,['C0027651'],Neoplasms,[]
1703,10556285,Spinocerebellar ataxia type-3 or Machado-Joseph disease (SCA3/MJD) is a member of the CAG/polyglutamine repeat disease family.,SCA3,['C0024408'],Machado-Joseph Disease,[]
1703,10556285,Spinocerebellar ataxia type-3 or Machado-Joseph disease (SCA3/MJD) is a member of the CAG/polyglutamine repeat disease family.,MJD,['C0024408'],Machado-Joseph Disease,[]
1703,10556285,Spinocerebellar ataxia type-3 or Machado-Joseph disease (SCA3/MJD) is a member of the CAG/polyglutamine repeat disease family.,Spinocerebellar ataxia type-3,['C0024408'],Machado-Joseph Disease,[]
1703,10556285,Spinocerebellar ataxia type-3 or Machado-Joseph disease (SCA3/MJD) is a member of the CAG/polyglutamine repeat disease family.,Machado-Joseph disease,['C0024408'],Machado-Joseph Disease,[]
1704,10556285,These data suggest that an early event in the pathogenesis of SCA3/MJD may be an altered conformation of ataxin-3 within the nucleus that exposes the polyglutamine domain..,SCA3,['C0024408'],Machado-Joseph Disease,[]
1704,10556285,These data suggest that an early event in the pathogenesis of SCA3/MJD may be an altered conformation of ataxin-3 within the nucleus that exposes the polyglutamine domain..,MJD,['C0024408'],Machado-Joseph Disease,[]
1705,10556285,"In this family of disorders, a normally polymorphic CAG repeat becomes expanded, resulting in expression of an expanded polyglutamine domain in the disease gene product.",nan,[],nan,[]
1706,10556285,"Experimental models of polyglutamine disease implicate the nucleus in pathogenesis; however, the link between intranuclear expression of expanded polyglutamine and neuronal dysfunction remains unclear.",neuronal dysfunction,[],nan,[]
1707,10556285,"Here we demonstrate that ataxin-3, the disease protein in SCA3/MJD, adopts a unique conformation when expressed within the nucleus of transfected cells.",SCA3,['C0024408'],Machado-Joseph Disease,[]
1707,10556285,"Here we demonstrate that ataxin-3, the disease protein in SCA3/MJD, adopts a unique conformation when expressed within the nucleus of transfected cells.",MJD,['C0024408'],Machado-Joseph Disease,[]
1708,10556285,"The monoclonal antibody 1C2 is known preferentially to bind expanded polyglutamine, but we find that it also binds a fragment of ataxin-3 containing a normal glutamine repeat.",nan,[],nan,[]
1709,10556285,"In addition, expression of ataxin-3 within the nucleus exposes the glutamine domain of the full-length non-pathological protein, allowing it to bind the monoclonal antibody 1C2.",nan,[],nan,[]
1710,10556285,"Fractionation and immunochemical experiments indicate that this novel conformation of intranuclear ataxin-3 is not due to proteolysis, suggesting instead that association with nuclear protein(s) alters the structure of full-length ataxin-3 which exposes the polyglutamine domain.",nan,[],nan,[]
1711,10556285,This conformationally altered ataxin-3 is bound to the nuclear matrix.,nan,[],nan,[]
1712,10556285,The pathological form of ataxin-3 with an expanded polyglutamine domain also associates with the nuclear matrix.,nan,[],nan,[]
1713,10556298,Prader-Willi syndrome (PWS) is a complex neurogenetic disorder.,PWS,['C0032897'],Prader-Willi Syndrome,[]
1713,10556298,Prader-Willi syndrome (PWS) is a complex neurogenetic disorder.,Prader-Willi syndrome,['C0032897'],Prader-Willi Syndrome,[]
1713,10556298,Prader-Willi syndrome (PWS) is a complex neurogenetic disorder.,neurogenetic disorder,[],nan,[]
1714,10556298,The transcripts encode putative proteins that are homologous to the MAGE proteins and NDN.,nan,[],nan,[]
1715,10556298,"Moreover, MAGEL2 / Magel2 are expressed only from the paternal allele in brain, suggesting a potential role in the aetiology of PWS and its mouse model, respectively..",PWS,['C0032897'],Prader-Willi Syndrome,[]
1716,10556298,"The phenotype is likely to be a contiguous gene syndrome involving genes which are paternally expressed only, located in the human 15q11-q13 region.",contiguous gene syndrome,['C1855496'],Contiguous gene syndrome,[]
1717,10556298,Four mouse models of PWS have been reported but these do not definitively allow the delineation of the critical region and the associated genes involved in the aetiology of PWS.,PWS,['C0032897'],Prader-Willi Syndrome,[]
1717,10556298,Four mouse models of PWS have been reported but these do not definitively allow the delineation of the critical region and the associated genes involved in the aetiology of PWS.,PWS,['C0032897'],Prader-Willi Syndrome,[]
1718,10556298,"Moreover, targeted mutagenesis of mouse homologues of the human candidate PWS genes does not appear to result in any of the features of PWS.",PWS,['C0032897'],Prader-Willi Syndrome,[]
1719,10556298,"Therefore, the isolation of new genes in this region remains crucial for a better understanding of the molecular basis of PWS.",PWS,['C0032897'],Prader-Willi Syndrome,[]
1720,10556298,"In this manuscript, we report the characterization of MAGEL2 and its mouse homologue Magel2.",nan,[],nan,[]
1721,10556298,"These are located in the human 15q11-q13 and mouse 7C regions, in close proximity to NDN / Ndn.",nan,[],nan,[]
1722,10556298,"By northern blot analysis we did not detect any expression of MAGEL2 / Magel2 but by RT-PCR analysis, specific expression was detected in fetal and adult brain and in placenta.",nan,[],nan,[]
1723,10556298,Both genes are intronless with tandem direct repeat sequences contained within a CpG island in the 5'-untranscribed region.,nan,[],nan,[]
1724,10557309,Alveolar rhabdomyosarcoma is an aggressive pediatric cancer of striated muscle characterized in 60% of cases by a t 2;13 q35;q14.,Alveolar rhabdomyosarcoma,['C0206655'],"Rhabdomyosarcoma, Alveolar",[]
1724,10557309,Alveolar rhabdomyosarcoma is an aggressive pediatric cancer of striated muscle characterized in 60% of cases by a t 2;13 q35;q14.,pediatric cancer,['C0278704'],Malignant Childhood Neoplasm,[]
1725,10557309,"This results in the fusion of PAX3, a developmental transcription factor required for limb myogenesis, with FKHR, a member of the forkhead family of transcription factors.",nan,[],nan,[]
1726,10557309,"The resultant PAX3-FKHR gene possesses transforming properties; however, the effects of this chimeric oncogene on gene expression are largely unknown.",nan,[],nan,[]
1727,10557309,"To investigate the actions of these transcription factors, both Pax3 and PAX3-FKHR were introduced into NIH 3T3 cells, and the resultant gene expression changes were analyzed with a murine cDNA microarray containing 2,225 elements.",nan,[],nan,[]
1728,10557309,"We found that PAX3-FKHR but not PAX3 activated a myogenic transcription program including the induction of transcription factors MyoD, Myogenin, Six1, and Slug as well as a battery of genes involved in several aspects of muscle function.",nan,[],nan,[]
1729,10557309,Notable among this group were the growth factor gene Igf2 and its binding protein Igfbp5.,nan,[],nan,[]
1730,10557309,"Relevance of this model was suggested by verification that three of these genes (IGFBP5, HSIX1, and Slug) were also expressed in alveolar rhabdomyosarcoma cell lines.",alveolar rhabdomyosarcoma,['C0206655'],"Rhabdomyosarcoma, Alveolar",[]
1731,10557309,This study utilizes cDNA microarrays to elucidate the pattern of gene expression induced by an oncogenic transcription factor and demonstrates the profound myogenic properties of PAX3-FKHR in NIH 3T3 cells..,nan,[],nan,[]
1732,10557317,"Indeed, within the well defined, mainly peptide-binding, MHC class I family of molecules, HFE seems to perform an unusual yet essential function.",nan,[],nan,[]
1733,10557317,"As yet, our understanding of HFE function in iron homeostasis is only partial; an even more open question is its possible role in the immune system.",nan,[],nan,[]
1734,10557317,"To advance on both of these avenues, we report the deletion of HFE alpha1 and alpha2 putative ligand binding domains in vivo.",nan,[],nan,[]
1735,10557317,HFE-deficient animals were analyzed for a comprehensive set of metabolic and immune parameters.,nan,[],nan,[]
1736,10557317,"Faithfully mimicking human hemochromatosis, mice homozygous for this deletion develop iron overload, characterized by a higher plasma iron content and a raised transferrin saturation as well as an elevated hepatic iron load.",hemochromatosis,['C0018995'],Hemochromatosis,[]
1736,10557317,"Faithfully mimicking human hemochromatosis, mice homozygous for this deletion develop iron overload, characterized by a higher plasma iron content and a raised transferrin saturation as well as an elevated hepatic iron load.",iron overload,['C0282193'],Iron Overload,[]
1737,10557317,"The primary defect could, indeed, be traced to an augmented duodenal iron absorption.",nan,[],nan,[]
1738,10557317,"In parallel, measurement of the gut mucosal iron content as well as iron regulatory proteins allows a more informed evaluation of various hypotheses regarding the precise role of HFE in iron homeostasis.",nan,[],nan,[]
1739,10557317,"Finally, an extensive phenotyping of primary and secondary lymphoid organs including the gut provides no compelling evidence for an obvious immune-linked function for HFE..",nan,[],nan,[]
1740,1056013,"Ataxia-telangiectasia is a rare genetic disorder associated with immune deficiency, chromosome instability, and a predisposition to lymphoid malignancy.",Ataxia-telangiectasia,['C0004135'],Ataxia Telangiectasia,[]
1740,1056013,"Ataxia-telangiectasia is a rare genetic disorder associated with immune deficiency, chromosome instability, and a predisposition to lymphoid malignancy.",genetic disorder,['C0019247'],Hereditary Diseases,[]
1740,1056013,"Ataxia-telangiectasia is a rare genetic disorder associated with immune deficiency, chromosome instability, and a predisposition to lymphoid malignancy.",immune deficiency,['C0850497'],immune deficiency,[]
1740,1056013,"Ataxia-telangiectasia is a rare genetic disorder associated with immune deficiency, chromosome instability, and a predisposition to lymphoid malignancy.",lymphoid malignancy,['C0746336'],Malignant lymphoid neoplasm,[]
1741,1056013,"Increasing evidence, provided by others, for the nonrandom involvement of 14q in African-type Burkitt's lymphoma and other lymphoid neoplasms further strengthens this hypothesis..",African-type Burkitt's lymphoma,['C0343640'],African Burkitt`s lymphoma ,[]
1741,1056013,"Increasing evidence, provided by others, for the nonrandom involvement of 14q in African-type Burkitt's lymphoma and other lymphoid neoplasms further strengthens this hypothesis..",lymphoid neoplasms,['C0598798'],Lymphoid neoplasm,[]
1742,1056013,We have detected chromosomally anomalous clones of lymphocytes in eight patients with this disorder.,nan,[],nan,[]
1743,1056013,Chromosome banding disclosed that the clones are consistently marked by structural rearrangement of the long arm (q) of chromosome 14.,nan,[],nan,[]
1744,1056013,A translocation involving 14q was found in clones obtained from seven of the eight patients whereas a ring 14 chromosome was found in a clone obtained from the other.,nan,[],nan,[]
1745,1056013,These findings as well as data obtained by others for patients with ataxia-telangiectasia suggest that structural rearrangement of 14q is the initial chromosomal change in lymphocyte clones of patients with this disorder.,nan,[],nan,[]
1746,1056013,Chromosomes of lymphocytes from one of the patients were studied before and after the onset of chronic lymphocytic leukemia.,chronic lymphocytic leukemia,"['C0023434', 'C0023458']","Chronic Lymphocytic Leukemia, Leukemia, Lymphocytic, Chronic",['Chronic B-Cell Leukemias [C0023436]']
1747,1056013,"Before leukemia was diagnosed, the patient had a lymphocyte clone with a 14q translocation.",leukemia,"['C0023434', 'C0023458']","Chronic Lymphocytic Leukemia, Leukemia, Lymphocytic, Chronic",['Chronic B-Cell Leukemias [C0023436]']
1748,1056013,This clone appears to have given rise to the leukemic cells.,nan,[],nan,[]
1749,1056013,We hypothesize that structural rearrangement of 14q is directly related to abnormal growth of lymphocytes and that it may be a step toward the development of lymphoid malignancies.,abnormal growth of lymphocytes,[],nan,[]
1749,1056013,We hypothesize that structural rearrangement of 14q is directly related to abnormal growth of lymphocytes and that it may be a step toward the development of lymphoid malignancies.,lymphoid malignancies,['C0746336'],Malignant lymphoid neoplasm,[]
1750,10571943,We report new mutations in exon 9 of the WT1 gene that did not alter the ratio of +/- KTS splice isoforms in two unrelated patients with Frasier syndrome FS.,FS,['C0950122'],Frasier Syndrome,[]
1750,10571943,We report new mutations in exon 9 of the WT1 gene that did not alter the ratio of +/- KTS splice isoforms in two unrelated patients with Frasier syndrome FS.,Frasier syndrome,['C0950122'],Frasier Syndrome,[]
1751,10571943,The mutation of intron 9 inducing defective alternative splicing was reported to be responsible for this syndrome.,nan,[],nan,[]
1752,10571943,The results suggest that the two syndromes originate from the same WT1 gene abnormality.,nan,[],nan,[]
1753,10571950,"Pendred syndrome is a recessive inherited disorder that consists of developmental abnormalities of the cochlea, sensorineural hearing loss, and diffuse thyroid enlargement goiter.",Pendred syndrome,['C0271829'],Pendred`s syndrome,[]
1753,10571950,"Pendred syndrome is a recessive inherited disorder that consists of developmental abnormalities of the cochlea, sensorineural hearing loss, and diffuse thyroid enlargement goiter.",recessive inherited disorder,['C0265388'],Autosomal recessive hereditary disorder,[]
1753,10571950,"Pendred syndrome is a recessive inherited disorder that consists of developmental abnormalities of the cochlea, sensorineural hearing loss, and diffuse thyroid enlargement goiter.",developmental abnormalities of the cochlea,[],nan,[]
1753,10571950,"Pendred syndrome is a recessive inherited disorder that consists of developmental abnormalities of the cochlea, sensorineural hearing loss, and diffuse thyroid enlargement goiter.",sensorineural hearing loss,['C0018784'],Sensorineural Hearing Loss,[]
1753,10571950,"Pendred syndrome is a recessive inherited disorder that consists of developmental abnormalities of the cochlea, sensorineural hearing loss, and diffuse thyroid enlargement goiter.",diffuse thyroid enlargement,['C0749432'],THYROID ENLARGEMENT DIFFUSE,[]
1753,10571950,"Pendred syndrome is a recessive inherited disorder that consists of developmental abnormalities of the cochlea, sensorineural hearing loss, and diffuse thyroid enlargement goiter.",goiter,['C0018021'],Goiter,[]
1754,10571950,This disorder may account for up to 10% of cases of hereditary deafness.,hereditary deafness,['C0339789'],Congenital deafness,[]
1755,10571950,"The disease gene (PDS) has been mapped to chromosome 7q22-q31, and encodes a chloride-iodide transport protein.",nan,[],nan,[]
1756,10571950,We performed mutation analysis of individual exons of the PDS gene in one Spanish family that shows intrafamilial variability of the deafness phenotype two patients with profound and one with moderate-severe deafness.,deafness,['C0581883'],"Complete Hearing Loss, Deafness",[]
1756,10571950,We performed mutation analysis of individual exons of the PDS gene in one Spanish family that shows intrafamilial variability of the deafness phenotype two patients with profound and one with moderate-severe deafness.,deafness,['C0581883'],"Complete Hearing Loss, Deafness",[]
1757,10571950,"We identified a new splice-site mutation affecting intron 4 of the PDS gene, at nucleotide position 639+7.",nan,[],nan,[]
1758,10571950,"RNA analysis from lymphocytes of the affected patients showed that mutation 639+7A-->G generates a new donor splice site, leading to an mRNA with an insertion of six nucleotides from intron 4 of PDS.",nan,[],nan,[]
1759,10571950,"Since the newly created donor splice site is likely to compete with the normal one, variations of the levels of normal and aberrant transcripts of the PDS gene in the cochlea may explain the variability in the deafness presentation..",deafness,['C0581883'],"Complete Hearing Loss, Deafness",[]
1760,10577908,Our results demonstrate that SLS is caused by a strikingly heterogeneous group of mutations in the FALDH gene and provide a framework for understanding the genetic basis of SLS and the development of DNA-based diagnostic tests..,SLS,['C0037231'],Sjogren-Larsson Syndrome,[]
1760,10577908,Our results demonstrate that SLS is caused by a strikingly heterogeneous group of mutations in the FALDH gene and provide a framework for understanding the genetic basis of SLS and the development of DNA-based diagnostic tests..,SLS,['C0037231'],Sjogren-Larsson Syndrome,[]
1761,10577908,"To define the molecular defects causing SLS, we performed mutation analysis of the FALDH gene in probands from 63 kindreds with SLS.",SLS,['C0037231'],Sjogren-Larsson Syndrome,[]
1761,10577908,"To define the molecular defects causing SLS, we performed mutation analysis of the FALDH gene in probands from 63 kindreds with SLS.",SLS,['C0037231'],Sjogren-Larsson Syndrome,[]
1762,10577908,"Among these patients, 49 different mutations-including 10 deletions, 2 insertions, 22 amino acid substitutions, 3 nonsense mutations, 9 splice-site defects, and 3 complex mutations-were found.",nan,[],nan,[]
1763,10577908,All of the patients with SLS were found to carry mutations.,SLS,['C0037231'],Sjogren-Larsson Syndrome,[]
1764,10577908,"Nineteen of the missense mutations resulted in a severe reduction of FALDH enzyme catalytic activity when expressed in mammalian cells, but one mutation 798G-->C K266N seemed to have a greater effect on mRNA stability.",nan,[],nan,[]
1765,10577908,The splice-site mutations led to exon skipping or utilization of cryptic acceptor-splice sites.,nan,[],nan,[]
1766,10577908,"Thirty-seven mutations were private, and 12 mutations were seen in two or more probands of European or Middle Eastern descent.",nan,[],nan,[]
1767,10577908,Four single-nucleotide polymorphisms (SNPs) were found in the FALDH gene.,nan,[],nan,[]
1769,10581027,"Papillon-Lefevre syndrome, or keratosis palmoplantaris with periodontopathia (PLS, MIM 245000), is an autosomal recessive disorder that is mainly ascertained by dentists because of the severe periodontitis that afflicts patients.",PLS,['C0030360'],Papillon-Lefevre Disease,[]
1769,10581027,"Papillon-Lefevre syndrome, or keratosis palmoplantaris with periodontopathia (PLS, MIM 245000), is an autosomal recessive disorder that is mainly ascertained by dentists because of the severe periodontitis that afflicts patients.",Papillon-Lefevre syndrome,['C0030360'],Papillon-Lefevre Disease,[]
1769,10581027,"Papillon-Lefevre syndrome, or keratosis palmoplantaris with periodontopathia (PLS, MIM 245000), is an autosomal recessive disorder that is mainly ascertained by dentists because of the severe periodontitis that afflicts patients.",keratosis palmoplantaris with periodontopathia,['C0030360'],Papillon-Lefevre Disease,[]
1769,10581027,"Papillon-Lefevre syndrome, or keratosis palmoplantaris with periodontopathia (PLS, MIM 245000), is an autosomal recessive disorder that is mainly ascertained by dentists because of the severe periodontitis that afflicts patients.",periodontitis,['C0031099'],Periodontitis,[]
1770,10581027,We defined the genomic structure of CTSC and found mutations in all eight families.,nan,[],nan,[]
1771,10581027,In two of these families we used a functional assay to demonstrate an almost total loss of cathepsin C activity in PLS patients and reduced activity in obligate carriers..,PLS,['C0030360'],Papillon-Lefevre Disease,[]
1772,10581027,"Both the deciduous and permanent dentitions are affected, resulting in premature tooth loss.",premature tooth loss,['C0232513'],Premature tooth loss,[]
1773,10581027,"Palmoplantar keratosis, varying from mild psoriasiform scaly skin to overt hyperkeratosis, typically develops within the first three years of life.",Palmoplantar keratosis,['C0022596'],Palmoplantar Keratosis,[]
1773,10581027,"Palmoplantar keratosis, varying from mild psoriasiform scaly skin to overt hyperkeratosis, typically develops within the first three years of life.",psoriasiform,[],nan,[]
1773,10581027,"Palmoplantar keratosis, varying from mild psoriasiform scaly skin to overt hyperkeratosis, typically develops within the first three years of life.",hyperkeratosis,['C0870082'],Hyperkeratosis,[]
1774,10581027,Keratosis also affects other sites such as elbows and knees.,Keratosis,['C0022593'],Keratosis,[]
